no,area,name,disease,grade,lat,log,img
2889,안양시,태림내과의원,만성폐쇄성폐질환,등급제외,37.401801262,126.89937221,5.JPG
2890,화성시,태안의원,만성폐쇄성폐질환,등급제외,37.211437675,127.03641965,6.JPG
2891,광주시,퇴촌중앙의원,만성폐쇄성폐질환,등급제외,37.470750568,127.31080192,7.JPG
2892,부천시,튼튼의원,만성폐쇄성폐질환,등급제외,37.493126593,126.79121204,8.JPG
2893,남양주시,파스텔이비인후과의원,만성폐쇄성폐질환,등급제외,37.657141082,127.30193731,9.JPG
2894,파주시,파주성모요양병원,만성폐쇄성폐질환,등급제외,37.773641517,126.72118928,10.JPG
2895,안양시,평촌연세내과의원,만성폐쇄성폐질환,등급제외,37.391384522,126.95342097,11.JPG
2896,성남시,오케이내과의원,만성폐쇄성폐질환,등급제외,37.44152739,127.13293357,12.JPG
2897,고양시,오형모내과의원,만성폐쇄성폐질환,등급제외,37.67618332,126.74812844,13.JPG
2898,고양시,와이비양동규내과의원,만성폐쇄성폐질환,2등급,37.668683089,126.76331939,14.JPG
2899,성남시,용의원,만성폐쇄성폐질환,등급제외,37.445913481,127.13454586,15.JPG
2900,용인시,용인서울요양병원,만성폐쇄성폐질환,등급제외,37.25216372,127.20742858,16.JPG
2901,남양주시,현대병원,만성폐쇄성폐질환,2등급,37.715436732,127.17967258,17.JPG
2902,고양시,현대아산내과의원,만성폐쇄성폐질환,등급제외,37.704489165,126.90181035,18.JPG
2903,시흥시,현대정형외과의원,만성폐쇄성폐질환,등급제외,37.440348287,126.78249045,19.JPG
2904,성남시,현대중앙의원,만성폐쇄성폐질환,등급제외,37.457408536,127.16492418,20.JPG
2905,가평군,현리김창선의원,만성폐쇄성폐질환,2등급,37.818454919,127.3487083,1.JPG
2906,평택시,현화배내과의원,만성폐쇄성폐질환,등급제외,36.978691205,126.92333147,2.JPG
2907,안양시,혜성내과의원,만성폐쇄성폐질환,등급제외,37.381751352,126.95025452,3.JPG
2908,수원시,호매실드림내과의원,만성폐쇄성폐질환,등급제외,37.272236166,126.95950841,4.JPG
2909,의정부시,호원병원,만성폐쇄성폐질환,2등급,37.728932565,127.04329889,5.JPG
2910,남양주시,호평아산내과의원,만성폐쇄성폐질환,등급제외,37.655003243,127.24402103,6.JPG
2911,파주시,홍성표내과의원,만성폐쇄성폐질환,등급제외,37.752144734,126.76620504,7.JPG
2912,가평군,홍인의원,만성폐쇄성폐질환,등급제외,37.737522039,127.4187031,8.JPG
2913,고양시,굿모닝내과의원,만성폐쇄성폐질환,등급제외,37.657601667,126.83698318,9.JPG
2914,화성시,권내과의원,만성폐쇄성폐질환,5등급,37.081588879,126.81566405,10.JPG
2915,수원시,권선삼성내과의원,만성폐쇄성폐질환,등급제외,37.250464487,127.0231705,11.JPG
2916,수원시,권선연세내과의원,만성폐쇄성폐질환,등급제외,37.253905307,127.02889755,12.JPG
2917,남양주시,권오윤내과의원,만성폐쇄성폐질환,등급제외,37.650419697,127.14187492,13.JPG
2918,안산시,근로복지공단안산병원,만성폐쇄성폐질환,3등급,37.31659477,126.87429811,14.JPG
2919,군포시,금정성심의원,만성폐쇄성폐질환,등급제외,37.371755525,126.94269752,15.JPG
2920,용인시,기독의원,만성폐쇄성폐질환,5등급,37.165450032,127.37364369,16.JPG
2921,평택시,길내과의원,만성폐쇄성폐질환,등급제외,37.067125277,127.06098086,17.JPG
2922,부천시,김가정의학과의원,만성폐쇄성폐질환,등급제외,37.493376122,126.75291189,18.JPG
2923,안산시,홍제의원,만성폐쇄성폐질환,등급제외,37.32486488,126.83707435,19.JPG
2924,고양시,화전성모의원,만성폐쇄성폐질환,등급제외,37.600667595,126.8714554,20.JPG
2925,이천시,활기찬의원,만성폐쇄성폐질환,3등급,37.308125419,127.40210295,1.JPG
2926,군포시,황가정의학과의원,만성폐쇄성폐질환,등급제외,37.370664313,126.94079049,2.JPG
2927,안양시,황영진의원,만성폐쇄성폐질환,4등급,37.404666967,126.95734271,3.JPG
2928,군포시,김경중내과의원,만성폐쇄성폐질환,5등급,37.369500318,126.93765306,4.JPG
2929,수원시,수원연세신경과의원,만성폐쇄성폐질환,등급제외,37.278235114,127.01694257,5.JPG
2930,수원시,수원한국병원,만성폐쇄성폐질환,3등급,37.303843073,127.00467539,6.JPG
2931,파주시,적성성심의원,만성폐쇄성폐질환,등급제외,37.955542977,126.92157272,7.JPG
2932,연천군,전곡온의원,만성폐쇄성폐질환,1등급,38.024337841,127.06850478,8.JPG
2933,안양시,전재민내과의원,만성폐쇄성폐질환,등급제외,37.390969681,126.95252914,9.JPG
2934,안산시,정가정의원,만성폐쇄성폐질환,등급제외,37.296533874,126.86271565,10.JPG
2935,양평군,정내과의원,만성폐쇄성폐질환,3등급,37.485443702,127.59516444,11.JPG
2936,용인시,정내과의원,만성폐쇄성폐질환,등급제외,37.271100109,127.10582921,12.JPG
2937,평택시,정동국내과의원,만성폐쇄성폐질환,등급제외,37.082174807,127.05705609,13.JPG
2938,과천시,정선문내과의원,만성폐쇄성폐질환,등급제외,37.426686762,126.99141473,14.JPG
2939,광주시,정양호내과의원,만성폐쇄성폐질환,2등급,37.411248837,127.2576957,15.JPG
2940,안양시,정인교내과의원,만성폐쇄성폐질환,등급제외,37.394443088,126.91423252,16.JPG
2941,성남시,정재용내과의원,만성폐쇄성폐질환,등급제외,37.457940542,127.16462016,17.JPG
2942,안양시,정준근내과의원,만성폐쇄성폐질환,등급제외,37.385332584,126.96078704,18.JPG
2943,부천시,정철호내과의원,만성폐쇄성폐질환,등급제외,37.502926163,126.77033018,19.JPG
2944,광명시,제이메디의원,만성폐쇄성폐질환,등급제외,37.448267843,126.89143142,20.JPG
2945,의왕시,포일의원,만성폐쇄성폐질환,등급제외,37.385968735,126.98086324,1.JPG
2946,시흥시,시흥시보건소정왕보건지소,만성폐쇄성폐질환,등급제외,37.346719307,126.74019456,2.JPG
2947,성남시,신구의원,만성폐쇄성폐질환,등급제외,37.445382644,127.16312406,3.JPG
2948,부천시,신선영내과의원,만성폐쇄성폐질환,등급제외,37.529813985,126.78574592,4.JPG
2949,파주시,신아가정의학과의원,만성폐쇄성폐질환,등급제외,37.725206885,126.74920834,5.JPG
2950,여주시,신일의원,만성폐쇄성폐질환,등급제외,37.290583409,127.63719747,6.JPG
2951,남양주시,신플러스내과의원,만성폐쇄성폐질환,등급제외,37.711659543,127.18697847,7.JPG
2952,의정부시,심승식내과의원,만성폐쇄성폐질환,등급제외,37.723958179,127.04638142,8.JPG
2953,안양시,싱싱가정의원,만성폐쇄성폐질환,등급제외,37.382416215,126.96994576,9.JPG
2954,김포시,아산내과의원,만성폐쇄성폐질환,등급제외,37.645132273,126.66111256,10.JPG
2955,수원시,아산탑내과의원,만성폐쇄성폐질환,등급제외,37.27509705,126.97484087,11.JPG
2956,수원시,아주대학교병원,만성폐쇄성폐질환,1등급,37.279984281,127.04819942,12.JPG
2957,성남시,안기완내과의원,만성폐쇄성폐질환,등급제외,37.351008316,127.10968529,13.JPG
2958,수원시,푸른내과의원,만성폐쇄성폐질환,등급제외,37.304014123,126.99677982,14.JPG
2959,성남시,푸른소아청소년과의원,만성폐쇄성폐질환,등급제외,37.389888098,127.09784969,15.JPG
2960,포천시,포천신경외과의원,만성폐쇄성폐질환,등급제외,37.893413649,127.19974241,16.JPG
2961,안산시,안산21세기병원,만성폐쇄성폐질환,등급제외,37.330758999,126.8317695,17.JPG
2962,안산시,안산서해의원,만성폐쇄성폐질환,등급제외,37.32873081,126.79724792,18.JPG
2963,안산시,안산의료복지사회적협동조합새안산상록의원,만성폐쇄성폐질환,등급제외,37.293263578,126.86307133,19.JPG
2964,안성시,안성동인병원,만성폐쇄성폐질환,등급제외,37.005222098,127.26690646,20.JPG
2965,용인시,"우리가정의학과 의원",만성폐쇄성폐질환,등급제외,37.257073845,127.13882692,1.JPG
2966,용인시,우리내과의원,만성폐쇄성폐질환,등급제외,37.296027305,127.1520699,2.JPG
2967,남양주시,우리내과의원,만성폐쇄성폐질환,등급제외,37.655165278,127.1440029,3.JPG
2968,광명시,우리내과의원,만성폐쇄성폐질환,등급제외,37.458936308,126.88287082,4.JPG
2969,광주시,우리내과의원,만성폐쇄성폐질환,등급제외,37.360085883,127.15509755,5.JPG
2970,용인시,우리들내과의원,만성폐쇄성폐질환,등급제외,37.302044431,127.0776962,6.JPG
2971,안성시,우리들소아청소년과의원,만성폐쇄성폐질환,등급제외,36.999385244,127.15874573,7.JPG
2972,용인시,우리들의원,만성폐쇄성폐질환,등급제외,37.312702318,127.09241677,8.JPG
2973,부천시,우리들의원,만성폐쇄성폐질환,등급제외,37.484510762,126.8165741,9.JPG
2974,용인시,우리들이비인후과의원,만성폐쇄성폐질환,2등급,37.328622925,127.11415554,10.JPG
2975,성남시,우리의원,만성폐쇄성폐질환,등급제외,37.407721463,127.14109782,11.JPG
2976,수원시,우리의원,만성폐쇄성폐질환,등급제외,37.277766542,127.0172582,12.JPG
2977,용인시,김내과의원,만성폐쇄성폐질환,등급제외,37.23638356,127.20398261,13.JPG
2978,안산시,김내과의원,만성폐쇄성폐질환,등급제외,37.318149394,126.83502459,14.JPG
2979,이천시,김내과의원,만성폐쇄성폐질환,등급제외,37.117376584,127.63100154,15.JPG
2980,양평군,김란미즈산부인과의원,만성폐쇄성폐질환,등급제외,37.489216776,127.49336301,16.JPG
2981,과천시,김민규내과의원,만성폐쇄성폐질환,등급제외,37.428191537,126.99247651,17.JPG
2982,광주시,제일정형외과의원,만성폐쇄성폐질환,등급제외,37.413222631,127.25741999,18.JPG
2983,안산시,제일조은내과의원,만성폐쇄성폐질환,등급제외,37.336223209,126.81091521,19.JPG
2984,부천시,조돈현내과의원,만성폐쇄성폐질환,등급제외,37.484348562,126.81093259,20.JPG
2985,광주시,조은가정의학과의원,만성폐쇄성폐질환,등급제외,37.407839254,127.25944616,1.JPG
2986,오산시,조은오산병원,만성폐쇄성폐질환,등급제외,37.154109188,127.0681393,2.JPG
2987,고양시,조은이비인후과의원,만성폐쇄성폐질환,등급제외,37.703849765,126.90214007,3.JPG
2988,김포시,조현철내과의원,만성폐쇄성폐질환,등급제외,37.620165426,126.71846187,4.JPG
2989,남양주시,우리중앙의원,만성폐쇄성폐질환,등급제외,37.680050538,127.21063804,5.JPG
2990,용인시,우리호병원,만성폐쇄성폐질환,등급제외,37.32209734,127.09582382,6.JPG
2991,파주시,운정삼성내과의원,만성폐쇄성폐질환,등급제외,37.731401799,126.75170555,7.JPG
2992,안산시,휴웰요양병원,만성폐쇄성폐질환,등급제외,37.318508998,126.84091276,8.JPG
2993,수원시,좋은내과의원,만성폐쇄성폐질환,등급제외,37.249518497,127.02261795,9.JPG
2994,성남시,좋은샘가정의학과의원,만성폐쇄성폐질환,등급제외,37.337729782,127.11671925,10.JPG
2995,수원시,주내과의원,만성폐쇄성폐질환,등급제외,37.296954706,126.97003946,11.JPG
2996,부천시,주신내과의원,만성폐쇄성폐질환,등급제외,37.525810915,126.82153952,12.JPG
2997,구리시,준소아청소년과의원,만성폐쇄성폐질환,등급제외,37.593062264,127.13529151,13.JPG
2998,성남시,중동성모내과의원,만성폐쇄성폐질환,3등급,37.443833836,127.15562863,14.JPG
2999,평택시,중앙의원,만성폐쇄성폐질환,4등급,37.080652839,127.05523312,15.JPG
3000,고양시,중앙의원,만성폐쇄성폐질환,등급제외,37.688375334,126.86215155,16.JPG
3001,양평군,중앙훼미리의원,만성폐쇄성폐질환,등급제외,37.490468992,127.48904052,17.JPG
3002,의정부시,지형석내과의원,만성폐쇄성폐질환,등급제외,37.747708266,127.06462895,18.JPG
3003,안양시,프라임내과의원,만성폐쇄성폐질환,등급제외,37.427607639,126.90117825,19.JPG
3004,남양주시,프렌닥터중앙의원,만성폐쇄성폐질환,등급제외,37.633946797,127.21133665,20.JPG
3005,안산시,하나가정의원,만성폐쇄성폐질환,등급제외,37.280563678,126.85210084,1.JPG
3006,구리시,하나가정의학과의원,만성폐쇄성폐질환,등급제외,37.594007662,127.15098687,2.JPG
3007,수원시,하나로내과의원,만성폐쇄성폐질환,등급제외,37.294868558,126.99406256,3.JPG
3008,양평군,하나로의원,만성폐쇄성폐질환,등급제외,37.489216776,127.49336301,4.JPG
3009,여주시,하나연합의원,만성폐쇄성폐질환,등급제외,37.203258723,127.54617202,5.JPG
3010,김포시,양곡바른의원,만성폐쇄성폐질환,등급제외,37.656376097,126.62275747,6.JPG
3011,하남시,양내과의원,만성폐쇄성폐질환,1등급,37.53829319,127.20425874,7.JPG
3012,포천시,양문서울의원,만성폐쇄성폐질환,등급제외,37.999787797,127.24229924,8.JPG
3013,안산시,양세의원,만성폐쇄성폐질환,등급제외,37.295817602,126.85176589,9.JPG
3014,양평군,양수다정의원,만성폐쇄성폐질환,등급제외,37.543959353,127.31971376,10.JPG
3015,양주시,양주우리병원,만성폐쇄성폐질환,등급제외,37.817141645,126.98779981,11.JPG
3016,양평군,양평군보건소,만성폐쇄성폐질환,5등급,37.497020648,127.48648209,12.JPG
3017,고양시,어울림홍내과의원,만성폐쇄성폐질환,2등급,37.653572576,126.83573428,13.JPG
3018,수원시,에덴엔도내과의원,만성폐쇄성폐질환,등급제외,37.24926378,127.03394547,14.JPG
3019,성남시,에이엔에이내과의원,만성폐쇄성폐질환,1등급,37.385974221,127.12165884,15.JPG
3020,여주시,여주아산내과의원,만성폐쇄성폐질환,등급제외,37.297136478,127.63668858,16.JPG
3021,용인시,"연세 민의원",만성폐쇄성폐질환,등급제외,37.254238256,127.10988671,17.JPG
3022,안산시,연세가정의학과의원,만성폐쇄성폐질환,등급제외,37.300725378,126.86419669,18.JPG
3023,고양시,하나의원,만성폐쇄성폐질환,등급제외,37.697455442,126.76559663,19.JPG
3024,수원시,하나이비인후과의원,만성폐쇄성폐질환,등급제외,37.250464487,127.0231705,20.JPG
3025,하남시,하남선의원,만성폐쇄성폐질환,등급제외,37.53979136,127.21314488,1.JPG
3026,이천시,한결내과의원,만성폐쇄성폐질환,등급제외,37.281077378,127.44745824,2.JPG
3027,용인시,한국의원,만성폐쇄성폐질환,등급제외,37.284907775,127.21720369,3.JPG
3028,안산시,한길외과의원,만성폐쇄성폐질환,등급제외,37.334558393,126.82977491,4.JPG
3029,남양주시,한내과의원,만성폐쇄성폐질환,등급제외,37.649808475,127.14064998,5.JPG
3030,이천시,한내과의원,만성폐쇄성폐질환,1등급,37.27869049,127.44724124,6.JPG
3031,성남시,한라의원,만성폐쇄성폐질환,등급제외,37.448663964,127.14032552,7.JPG
3032,안양시,한림대학교성심병원,만성폐쇄성폐질환,1등급,37.391441787,126.96178865,8.JPG
3033,화성시,연세가정의학과의원,만성폐쇄성폐질환,등급제외,37.235851217,126.95603581,9.JPG
3034,고양시,연세가족사랑의원,만성폐쇄성폐질환,등급제외,37.631882767,126.83331321,10.JPG
3035,부천시,원용순흉부외과의원,만성폐쇄성폐질환,등급제외,37.501428015,126.77365967,11.JPG
3036,고양시,위더스내과의원,만성폐쇄성폐질환,등급제외,37.670575544,126.75913084,12.JPG
3037,성남시,위례아산내과의원,만성폐쇄성폐질환,등급제외,37.473411701,127.14262047,13.JPG
3038,김포시,위장튼튼내과의원,만성폐쇄성폐질환,등급제외,37.654049102,126.68261397,14.JPG
3039,수원시,유승박내과의원,만성폐쇄성폐질환,2등급,37.278677452,127.00302856,15.JPG
3040,남양주시,유이비인후과의원,만성폐쇄성폐질환,등급제외,37.634253726,127.21099764,16.JPG
3041,수원시,윤가정의학과의원,만성폐쇄성폐질환,등급제외,37.254324119,127.06547526,17.JPG
3042,구리시,윤서병원,만성폐쇄성폐질환,등급제외,37.605139662,127.13942378,18.JPG
3043,의정부시,김성동의원,만성폐쇄성폐질환,등급제외,37.729178037,127.05976987,19.JPG
3044,안산시,김성봉내과의원,만성폐쇄성폐질환,5등급,37.30181757,126.86587526,20.JPG
3045,수원시,김영순내과의원,만성폐쇄성폐질환,1등급,37.284596546,126.99047783,1.JPG
3046,안양시,김영우마취통증의학과의원,만성폐쇄성폐질환,5등급,37.383580843,126.93362116,2.JPG
3047,시흥시,선재의원,만성폐쇄성폐질환,등급제외,37.356051433,126.73116619,3.JPG
3048,성남시,성남시노인보건센터의원,만성폐쇄성폐질환,등급제외,37.441750527,127.17040482,4.JPG
3049,성남시,성남중앙병원,만성폐쇄성폐질환,2등급,37.452718291,127.16200953,5.JPG
3050,동두천시,김영진내과의원,만성폐쇄성폐질환,5등급,37.908656227,127.057372,6.JPG
3051,양평군,김외과의원,만성폐쇄성폐질환,등급제외,37.490663054,127.49656112,7.JPG
3052,파주시,김용현내과의원,만성폐쇄성폐질환,등급제외,37.757313435,126.7739278,8.JPG
3053,의정부시,김재하내과의원,만성폐쇄성폐질환,등급제외,37.741012951,127.04732171,9.JPG
3054,파주시,김재헌내과의원,만성폐쇄성폐질환,등급제외,37.76364534,126.77301173,10.JPG
3055,여주시,김정민내과의원,만성폐쇄성폐질환,등급제외,37.204919505,127.54357056,11.JPG
3056,평택시,김주호내과의원,만성폐쇄성폐질환,등급제외,36.993854537,127.08495338,12.JPG
3057,용인시,김진영내과의원,만성폐쇄성폐질환,등급제외,37.323371759,127.07746912,13.JPG
3058,고양시,김태빈내과의원,만성폐쇄성폐질환,1등급,37.693763446,126.78046136,14.JPG
3059,안산시,김태준내과의원,만성폐쇄성폐질환,등급제외,37.328500524,126.79955028,15.JPG
3060,김포시,김포참조은내과의원,만성폐쇄성폐질환,2등급,37.655797107,126.62764465,16.JPG
3061,양주시,김형주내과의원,만성폐쇄성폐질환,등급제외,37.836945259,127.06817942,17.JPG
3062,파주시,차성철내과의원,만성폐쇄성폐질환,등급제외,37.782756333,126.84539926,18.JPG
3063,수원시,참가정의원,만성폐쇄성폐질환,등급제외,37.260763541,127.02150487,19.JPG
3064,성남시,참내과의원,만성폐쇄성폐질환,1등급,37.443332592,127.15303986,20.JPG
3065,화성시,참사랑의원,만성폐쇄성폐질환,등급제외,37.168026357,126.89515448,1.JPG
3066,안산시,참소아과의원,만성폐쇄성폐질환,등급제외,37.33108746,126.84781378,2.JPG
3067,안양시,연세내과의원,만성폐쇄성폐질환,등급제외,37.404746926,126.90943153,3.JPG
3068,수원시,연세내과의원,만성폐쇄성폐질환,등급제외,37.298036148,126.97081721,4.JPG
3069,시흥시,연세내과의원,만성폐쇄성폐질환,3등급,37.441296623,126.78371936,5.JPG
3070,성남시,연세더리더스내과의원,만성폐쇄성폐질환,등급제외,37.368841622,127.10718181,6.JPG
3071,안양시,가톨릭성모내과의원,만성폐쇄성폐질환,등급제외,37.410964914,126.91075666,7.JPG
3072,용인시,강남병원,만성폐쇄성폐질환,2등급,37.273572897,127.11146999,8.JPG
3073,군포시,참조은가정의원,만성폐쇄성폐질환,등급제외,37.336314119,126.93447705,9.JPG
3074,안산시,참조은내과의원,만성폐쇄성폐질환,등급제외,37.301455009,126.8122443,10.JPG
3075,용인시,참편한내과의원,만성폐쇄성폐질환,등급제외,37.271764799,127.12680081,11.JPG
3076,용인시,채장성내과의원,만성폐쇄성폐질환,등급제외,37.320095056,127.10894207,12.JPG
3077,가평군,천병철내과의원,만성폐쇄성폐질환,등급제외,37.830125665,127.5137169,13.JPG
3078,고양시,청담우리의원,만성폐쇄성폐질환,등급제외,37.725399221,126.84359248,14.JPG
3079,가평군,청평연세의원,만성폐쇄성폐질환,등급제외,37.738441773,127.42103394,15.JPG
3080,남양주시,청학제일의원,만성폐쇄성폐질환,등급제외,37.708993424,127.11456297,16.JPG
3081,고양시,연세메디람내과의원,만성폐쇄성폐질환,등급제외,37.694518491,126.77020932,17.JPG
3082,고양시,연세미소내과의원,만성폐쇄성폐질환,등급제외,37.633555241,126.83100962,18.JPG
3083,파주시,연세봄내과의원,만성폐쇄성폐질환,등급제외,37.711126345,126.74570668,19.JPG
3084,수원시,한마음외과의원,만성폐쇄성폐질환,등급제외,37.255465552,127.02106395,20.JPG
3085,평택시,한마음의원,만성폐쇄성폐질환,등급제외,36.99991351,127.07928656,1.JPG
3086,고양시,한빛내과의원,만성폐쇄성폐질환,등급제외,37.623606955,126.83620919,2.JPG
3087,남양주시,한사랑내과의원,만성폐쇄성폐질환,등급제외,37.588065872,127.21819438,3.JPG
3088,화성시,한사랑내과의원,만성폐쇄성폐질환,등급제외,37.206246481,127.04047269,4.JPG
3089,수원시,연세류내과의원,만성폐쇄성폐질환,등급제외,37.302067904,127.00917571,5.JPG
3090,고양시,연세마두병원,만성폐쇄성폐질환,등급제외,37.651802295,126.77876215,6.JPG
3091,부천시,보람내과의원,만성폐쇄성폐질환,등급제외,37.493736259,126.78460654,7.JPG
3092,성남시,보바스기념병원,만성폐쇄성폐질환,등급제외,37.355649153,127.09843862,8.JPG
3093,이천시,본사랑정형외과의원,만성폐쇄성폐질환,등급제외,37.27835394,127.44568325,9.JPG
3094,고양시,본연합의원,만성폐쇄성폐질환,등급제외,37.69860119,126.75324495,10.JPG
3095,부천시,부천내과의원,만성폐쇄성폐질환,5등급,37.500952048,126.77446405,11.JPG
3096,부천시,부천메디홀스의원,만성폐쇄성폐질환,등급제외,37.483179698,126.76744046,12.JPG
3097,부천시,부천성모내과정형외과의원,만성폐쇄성폐질환,2등급,37.50254061,126.76226794,13.JPG
3098,부천시,부천시립노인전문병원,만성폐쇄성폐질환,등급제외,37.509094556,126.80832446,14.JPG
3099,부천시,부천제일의원,만성폐쇄성폐질환,등급제외,37.505704689,126.7815181,15.JPG
3100,부천시,부천중앙병원,만성폐쇄성폐질환,등급제외,37.527116869,126.80443129,16.JPG
3101,용인시,은내과의원,만성폐쇄성폐질환,등급제외,37.325672619,127.0980509,17.JPG
3102,부천시,은혜내과의원,만성폐쇄성폐질환,등급제외,37.501317616,126.77715448,18.JPG
3103,시흥시,"의료법인 녹향의료재단 신천연합병원",만성폐쇄성폐질환,2등급,37.444460388,126.78932644,19.JPG
3104,포천시,"의료법인 범문의료재단 진병원",만성폐쇄성폐질환,등급제외,37.83034219,127.14045106,20.JPG
3105,시흥시,"의료법인 석경의료재단 센트럴병원",만성폐쇄성폐질환,2등급,37.336311856,126.72797618,1.JPG
3106,안산시,강남수내과의원,만성폐쇄성폐질환,1등급,37.293397943,126.86240569,2.JPG
3107,안산시,강남의원,만성폐쇄성폐질환,등급제외,37.326003488,126.80413777,3.JPG
3108,안성시,강내과의원,만성폐쇄성폐질환,등급제외,37.011241394,127.27084862,4.JPG
3109,남양주시,강내과의원,만성폐쇄성폐질환,등급제외,37.579143641,127.21958377,5.JPG
3110,광명시,강내과의원,만성폐쇄성폐질환,1등급,37.477982868,126.85826226,6.JPG
3111,성남시,강욱내과의원,만성폐쇄성폐질환,등급제외,37.373199959,127.11957268,7.JPG
3112,평택시,건강드림내과의원,만성폐쇄성폐질환,등급제외,37.081562186,127.05684197,8.JPG
3113,평택시,건강한내과의원,만성폐쇄성폐질환,등급제외,36.994193696,127.1378072,9.JPG
3114,수원시,"경기도의료원 수원병원",만성폐쇄성폐질환,2등급,37.291904336,126.99636353,10.JPG
3115,이천시,"경기도의료원 이천병원",만성폐쇄성폐질환,2등급,37.282814916,127.43321542,11.JPG
3116,파주시,경기도의료원파주병원,만성폐쇄성폐질환,1등급,37.754928146,126.77979044,12.JPG
3117,부천시,경기요양병원,만성폐쇄성폐질환,등급제외,37.488175844,126.78391038,13.JPG
3118,부천시,경인의원,만성폐쇄성폐질환,등급제외,37.504703001,126.76673956,14.JPG
3119,양평군,고대의원,만성폐쇄성폐질환,등급제외,37.485918426,127.59572221,15.JPG
3120,성남시,고려드림내과의원,만성폐쇄성폐질환,등급제외,37.430359228,127.12899374,16.JPG
3121,양주시,성모예일내과의원,만성폐쇄성폐질환,등급제외,37.795952433,127.1058378,17.JPG
3122,성남시,성모윌병원,만성폐쇄성폐질환,등급제외,37.434387545,127.12820957,18.JPG
3123,수원시,성모척관병원,만성폐쇄성폐질환,등급제외,37.291985555,127.00642314,19.JPG
3124,안산시,한사랑외과의원,만성폐쇄성폐질환,등급제외,37.335695378,126.80771187,20.JPG
3125,여주시,한사랑의원,만성폐쇄성폐질환,등급제외,37.299524947,127.62977232,1.JPG
3126,광명시,한사랑의원,만성폐쇄성폐질환,등급제외,37.447602856,126.88398511,2.JPG
3127,의정부시,한사랑이비인후과의원,만성폐쇄성폐질환,등급제외,37.760403721,127.04095555,3.JPG
3128,의정부시,한성가정의학과의원,만성폐쇄성폐질환,등급제외,37.730963587,127.05623196,4.JPG
3129,용인시,한숲코알라이비인후과의원,만성폐쇄성폐질환,등급제외,37.15453595,127.17351775,5.JPG
3130,이천시,한양내과의원,만성폐쇄성폐질환,등급제외,37.278357544,127.44712653,6.JPG
3131,부천시,한양내과의원,만성폐쇄성폐질환,등급제외,37.48823039,126.75240892,7.JPG
3132,구리시,한양대학교구리병원,만성폐쇄성폐질환,1등급,37.601120217,127.1323955,8.JPG
3133,남양주시,한양성모의원,만성폐쇄성폐질환,4등급,37.656161465,127.18025723,9.JPG
3134,성남시,한양의원,만성폐쇄성폐질환,등급제외,37.441722287,127.1276568,10.JPG
3135,의정부시,"의료법인 영동의료재단 의정부백병원",만성폐쇄성폐질환,3등급,37.745268062,127.06192657,11.JPG
3136,화성시,"의료법인 은혜와감사의료재단 화성중앙종합병원",만성폐쇄성폐질환,1등급,37.131276866,126.91082672,12.JPG
3137,수원시,"의료법인 토마스의료재단 윌스기념병원",만성폐쇄성폐질환,등급제외,37.26532205,127.02553067,13.JPG
3138,성남시,의료법인메디피아메디피움분당의원,만성폐쇄성폐질환,등급제외,37.378755125,127.13215897,14.JPG
3139,평택시,의료법인백송의료재단굿모닝병원,만성폐쇄성폐질환,1등급,36.990553789,127.12046836,15.JPG
3140,김포시,"의료법인삼송의료재단 김포효병원",만성폐쇄성폐질환,등급제외,37.626856798,126.7063268,16.JPG
3141,안산시,의료법인서전의료재단한사랑병원,만성폐쇄성폐질환,1등급,37.307148129,126.84840439,17.JPG
3142,성남시,의료법인성심의료재단성남성심연합영상의원,만성폐쇄성폐질환,등급제외,37.433583668,127.16003693,18.JPG
3143,김포시,의료법인우리의료재단김포우리병원,만성폐쇄성폐질환,1등급,37.63202129,126.71071315,19.JPG
3144,안양시,성모편안내과의원,만성폐쇄성폐질환,등급제외,37.394752677,126.97644512,20.JPG
3145,부천시,성모혜민내과의원,만성폐쇄성폐질환,등급제외,37.504622816,126.76719219,1.JPG
3146,양주시,성심내과의원,만성폐쇄성폐질환,5등급,37.78733874,126.99146136,2.JPG
3147,포천시,성심외과의원,만성폐쇄성폐질환,등급제외,38.090365975,127.27497925,3.JPG
3148,평택시,성심중앙병원,만성폐쇄성폐질환,등급제외,36.984127473,126.92762767,4.JPG
3149,고양시,성현내과의원,만성폐쇄성폐질환,등급제외,37.63232956,126.83076321,5.JPG
3150,오산시,세교삼성내과의원,만성폐쇄성폐질환,등급제외,37.174670421,127.05047857,6.JPG
3151,오산시,세교중앙내과의원,만성폐쇄성폐질환,등급제외,37.176609435,127.04584049,7.JPG
3152,이천시,"나우 현내과의원",만성폐쇄성폐질환,등급제외,37.275746123,127.44671656,8.JPG
3153,화성시,남양박내과의원,만성폐쇄성폐질환,등급제외,37.209019124,126.81839132,9.JPG
3154,화성시,남양수내과의원,만성폐쇄성폐질환,등급제외,37.209687271,126.81927965,10.JPG
3155,남양주시,남양주백병원,만성폐쇄성폐질환,1등급,37.711190088,127.18758971,11.JPG
3156,군포시,남연호내과의원,만성폐쇄성폐질환,3등급,37.358423676,126.93212047,12.JPG
3157,안산시,내마음내과의원,만성폐쇄성폐질환,등급제외,37.318592932,126.83646764,13.JPG
3158,포천시,내촌열린의원,만성폐쇄성폐질환,등급제외,37.783452266,127.22596829,14.JPG
3159,광명시,노순태내과의원,만성폐쇄성폐질환,1등급,37.474154332,126.85162236,15.JPG
